Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,xG,npxG,xAG,Sh,SoT,SoT%,G/Sh,G/SoT,G-xG,Cmp%,KP,PrgP,PrgC,Tkl,TklW,Int,Clr,Touches,Carries,Succ%,Recov
Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,23,33,27,2353,26.1,12,1,13,7.6,6.8,1.6,64,25,39.1,0.17,0.44,4.4,64.0,14,18,15,10,6,7,27,641,350,48.0,44
Jhon Lucumí,co COL,DF,Bologna,it Serie A,26,32,29,2614,29.0,0,1,1,0.6,0.6,0.4,13,2,15.4,0.0,0.0,-0.6,91.1,8,108,34,53,30,26,88,2294,1464,71.4,176
Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,20,3,1,127,1.4,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,91.6,1,1,2,1,1,2,4,176,131,,5
José Luis Gayà,es ESP,DF,Valencia,es La Liga,29,23,22,1803,20.0,0,1,1,1.0,1.0,2.6,12,4,33.3,0.0,0.0,-1.0,77.8,24,59,29,57,40,25,61,1202,555,35.0,93
José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,34,18,10,1081,12.0,1,0,1,0.5,0.5,0.0,2,1,50.0,0.5,1.0,0.5,86.7,1,35,4,27,15,22,46,707,384,0.0,50
Douglas Luiz,br BRA,MF,Juventus,it Serie A,26,19,3,529,5.9,0,0,0,0.6,0.6,1.0,8,2,25.0,0.0,0.0,-0.6,86.5,15,35,16,13,8,4,5,487,276,78.6,31
Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31,36,35,2843,31.6,14,10,24,13.0,9.8,4.0,60,20,33.3,0.18,0.55,1.0,71.0,35,36,31,4,2,1,17,725,380,23.1,34
Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,21,23,18,1577,17.5,0,0,0,0.4,0.4,0.2,4,1,25.0,0.0,0.0,-0.4,85.1,4,80,18,31,17,17,74,1445,806,62.5,74
Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,26,38,36,3092,34.4,11,2,13,10.1,9.3,4.5,93,38,40.9,0.11,0.26,0.9,74.1,54,93,131,22,14,11,17,1494,889,50.3,120
Saša Lukić,rs SRB,MF,Fulham,eng Premier League,27,30,28,2344,26.0,0,2,2,1.2,1.2,2.7,18,2,11.1,0.0,0.0,-1.2,87.3,26,98,39,68,39,28,35,1493,825,47.1,109
Milos Lukovic,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,18,2,0,12,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,66.7,0,0,0,0,0,0,0,4,3,,0
Daniel Luna,co COL,MF,Mallorca,es La Liga,21,2,0,20,0.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,61.5,0,0,1,0,0,0,0,17,11,33.3,2
Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,31,11,2,201,2.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,75.8,0,6,0,9,6,2,2,87,46,,10
Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,27,36,36,3240,36.0,1,3,4,2.2,2.2,1.3,21,5,23.8,0.05,0.2,-1.2,83.9,8,96,22,48,27,33,161,1913,1060,16.7,139
Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22,26,19,1606,17.8,2,2,4,2.1,2.1,3.1,23,4,17.4,0.09,0.5,-0.1,59.9,17,31,70,10,6,4,4,477,347,39.7,50
Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,30,17,12,1048,11.6,0,4,4,0.2,0.2,1.6,6,2,33.3,0.0,0.0,-0.2,71.4,19,49,10,23,14,11,41,810,368,50.0,35
Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25,32,32,2733,30.4,0,1,1,1.1,1.1,0.6,24,3,12.5,0.0,0.0,-1.1,82.9,8,91,9,72,39,65,75,1717,849,42.9,191
Mathias Løvik,no NOR,"DF,FW",Parma,it Serie A,20,6,0,92,1.0,0,0,0,0.1,0.1,0.1,1,0,0.0,0.0,,-0.1,74.1,1,1,0,1,0,2,3,70,42,50.0,2
Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,18,12,2,361,4.0,1,1,2,0.7,0.7,0.2,10,3,30.0,0.1,0.33,0.3,65.4,3,2,8,3,1,1,2,149,95,23.3,12
Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,22,29,10,1139,12.7,1,2,3,0.9,0.9,2.7,19,5,26.3,0.05,0.2,0.1,81.5,19,50,31,29,17,15,39,917,505,44.8,67
Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25,35,30,2599,28.9,5,5,10,2.8,2.8,4.7,38,13,34.2,0.13,0.38,2.2,83.5,45,177,36,95,58,22,29,1860,914,38.1,148
Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,30,27,20,1805,20.1,1,4,5,2.3,2.3,2.1,23,5,21.7,0.04,0.2,-1.3,83.6,20,45,42,36,26,16,34,1123,605,48.9,89
Lanroy Machine,fr FRA,FW,Angers,fr Ligue 1,18,2,0,8,0.1,0,0,0,0.1,0.1,0.0,1,0,0.0,0.0,,-0.1,60.0,0,0,0,0,0,0,0,7,4,,1
Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,24,32,23,1953,21.7,11,2,13,6.5,4.9,3.0,49,21,42.9,0.18,0.43,4.5,64.2,27,59,30,8,5,7,28,899,449,55.6,50
Darwin Machís,ve VEN,"MF,FW",Valladolid,es La Liga,31,18,7,639,7.1,0,1,1,0.9,0.9,0.5,14,2,14.3,0.0,0.0,-0.9,59.7,8,19,17,5,4,5,13,334,173,25.0,34
Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,25,12,10,790,8.8,0,0,0,0.3,0.3,0.2,10,2,20.0,0.0,0.0,-0.3,73.8,6,46,25,19,11,2,10,493,256,47.4,42
James Maddison,eng ENG,MF,Tottenham,eng Premier League,27,31,21,1809,20.1,9,7,16,5.8,5.8,4.2,39,17,43.6,0.23,0.53,3.2,81.3,41,164,45,31,19,12,19,1464,1026,42.9,76
Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,23,2,0,15,0.2,0,0,0,0.0,0.0,0.1,0,0,,,,0.0,100.0,1,1,1,0,0,0,0,8,7,0.0,0
Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22,32,27,2033,22.6,7,3,10,9.6,9.6,4.2,80,30,37.5,0.09,0.23,-2.6,77.4,32,69,154,25,18,10,11,980,641,44.1,84
Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27,30,28,2368,26.3,0,2,2,0.3,0.3,4.1,7,1,14.3,0.0,0.0,-0.3,70.8,29,74,46,60,40,25,103,1389,671,47.1,107
Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,26,28,28,2363,26.3,3,1,4,2.6,2.6,0.9,22,5,22.7,0.14,0.6,0.4,90.2,13,126,10,25,15,16,93,1873,1116,80.0,63
Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,20,21,12,1025,11.4,0,1,1,0.5,0.5,0.9,8,3,37.5,0.0,0.0,-0.5,84.6,7,63,6,47,25,21,19,781,386,65.2,90
Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,eng Premier League,23,8,0,119,1.3,0,0,0,0.1,0.1,0.1,1,0,0.0,0.0,,-0.1,90.5,1,13,4,2,1,1,2,101,68,75.0,7
Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,28,17,11,1065,11.8,1,0,1,1.1,1.1,0.0,11,2,18.2,0.09,0.5,-0.1,80.7,1,31,4,20,15,17,73,540,251,25.0,38
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26,32,27,2323,25.8,1,0,1,0.8,0.8,0.4,19,6,31.6,0.05,0.17,0.2,84.9,6,80,21,52,32,18,37,1315,694,37.5,111
Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,24,31,17,1516,16.8,5,1,6,6.0,6.0,1.5,44,18,40.9,0.11,0.28,-1.0,70.9,9,25,17,8,2,4,11,420,244,22.2,21
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31,27,19,1758,19.5,1,0,1,1.8,1.8,0.6,15,6,40.0,0.07,0.17,-0.8,85.5,9,51,7,30,15,40,78,1328,782,40.0,68
Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,23,2,0,7,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,53.8,0,1,0,1,1,0,0,16,9,,5
Arne Maier,de GER,MF,Augsburg,de Bundesliga,25,28,7,938,10.4,0,0,0,1.5,1.5,1.5,18,6,33.3,0.0,0.0,-1.5,76.5,25,44,19,13,7,6,14,699,390,43.8,72
Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,29,34,34,3060,34.0,1,1,2,1.9,1.9,0.3,25,8,32.0,0.04,0.13,-0.9,85.4,7,102,21,58,30,68,206,2136,1171,54.5,152
Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19,25,19,1651,18.3,0,0,0,0.7,0.7,1.6,15,2,13.3,0.0,0.0,-0.7,86.5,14,65,22,46,29,19,14,1061,652,46.0,88
Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,26,32,20,1985,22.1,1,4,5,2.9,2.9,3.4,22,7,31.8,0.05,0.14,-1.9,85.0,27,102,33,71,44,25,61,1509,750,42.5,89
Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,26,9,3,304,3.4,2,1,3,1.4,0.6,1.1,6,4,66.7,0.17,0.25,0.6,69.5,8,17,8,2,1,1,2,175,111,50.0,12
Hamidou Makalou,ml MLI,"FW,MF",Brest,fr Ligue 1,18,4,0,32,0.4,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,94.4,0,2,1,0,0,0,0,23,16,100.0,3
Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,22,19,7,745,8.3,0,0,0,0.0,0.0,0.2,0,0,,,,0.0,79.1,2,15,9,16,9,7,29,393,203,33.3,26
Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26,33,27,2150,23.9,0,3,3,0.3,0.3,0.9,7,0,0.0,0.0,,-0.3,88.8,8,92,11,42,23,17,28,1367,818,52.6,109
Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,32,7,7,581,6.5,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,0.0,92.9,2,11,1,9,5,6,30,378,214,100.0,14
Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,24,3,2,100,1.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,89.1,1,3,3,2,1,1,1,62,37,100.0,3
Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18,1,0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,100.0,0,0,0,0,0,0,0,3,1,,0
Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23,10,5,454,5.0,1,1,2,0.2,0.2,0.5,3,1,33.3,0.33,1.0,0.8,86.4,2,24,8,11,9,7,17,363,224,66.7,19
Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,22,20,16,1306,14.5,3,0,3,4.8,4.8,0.9,39,13,33.3,0.08,0.23,-1.8,68.3,12,34,41,14,6,4,12,584,388,41.7,52
Daniel Maldini,it ITA,"FW,MF",Atalanta,it Serie A,22,10,2,258,2.9,3,0,3,1.9,1.9,0.2,10,5,50.0,0.3,0.6,1.1,62.9,3,7,12,2,2,2,3,140,95,33.3,8
Youssef Maleh,ma MAR,MF,Empoli,it Serie A,25,22,17,1510,16.8,0,1,1,0.9,0.9,0.9,17,3,17.6,0.0,0.0,-0.9,71.1,12,72,10,45,23,16,25,744,299,30.8,96
Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,25,14,2,305,3.4,3,0,3,2.2,2.2,0.2,15,9,60.0,0.2,0.33,0.8,68.8,3,6,12,7,4,0,1,129,79,36.4,9
Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25,14,6,614,6.8,3,0,3,2.9,2.9,0.2,19,6,31.6,0.16,0.5,0.1,71.6,1,17,23,0,0,3,6,278,187,34.4,15
Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,31,9,4,383,4.3,0,2,2,0.2,0.2,1.5,9,3,33.3,0.0,0.0,-0.2,81.6,8,32,3,12,8,1,4,242,151,75.0,16
Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,24,11,10,760,8.4,0,0,0,0.3,0.3,0.0,3,0,0.0,0.0,,-0.3,71.6,1,14,1,20,11,14,38,378,147,25.0,40
Lennard Maloney,us USA,MF,Mainz 05,de Bundesliga,24,5,0,26,0.3,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,57.1,0,0,1,2,1,0,3,28,5,,1
Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,18,1,0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,,0,0,0,0,0,0,0,0,1,,0
Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,25,33,23,1995,22.2,4,4,8,5.5,5.5,4.2,49,20,40.8,0.08,0.2,-1.5,79.6,45,60,67,13,6,8,11,1027,665,33.3,72
Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,24,1,0,21,0.2,0,0,0,0.0,0.0,0.0,1,1,100.0,0.0,0.0,0.0,82.4,0,0,0,0,0,1,0,19,14,,0
Gianluca Mancini,it ITA,DF,Roma,it Serie A,28,37,36,3143,34.9,2,0,2,1.7,1.7,0.9,22,5,22.7,0.09,0.4,0.3,86.0,14,139,45,42,26,35,103,2240,1341,11.1,99
Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,30,19,10,941,10.5,0,0,0,0.1,0.1,0.1,1,1,100.0,0.0,0.0,-0.1,84.2,2,34,14,18,11,16,35,717,421,22.2,52
Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,32,24,20,1733,19.3,0,0,0,0.3,0.3,0.4,6,2,33.3,0.0,0.0,-0.3,88.7,5,82,12,31,17,15,54,1395,736,75.0,67
Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27,28,22,1856,20.6,4,2,6,2.7,1.9,4.8,37,14,37.8,0.08,0.21,1.3,77.8,31,92,11,23,13,15,54,1119,580,50.0,61
Orel Mangala,be BEL,MF,Everton,eng Premier League,26,19,14,1261,14.0,1,0,1,1.1,1.1,0.6,16,6,37.5,0.06,0.17,-0.1,89.2,8,34,6,16,8,21,24,621,298,58.3,49
Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26,1,1,67,0.7,0,0,0,0.1,0.1,0.0,1,0,0.0,0.0,,-0.1,90.6,1,7,1,1,0,0,1,42,26,0.0,6
Ryan Manning,ie IRL,"DF,MF",Southampton,eng Premier League,28,24,18,1462,16.2,0,1,1,0.3,0.3,3.2,8,1,12.5,0.0,0.0,-0.3,77.1,34,35,14,28,17,17,47,968,483,30.6,65
Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30,10,7,515,5.7,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,89.8,0,24,3,7,5,7,14,413,248,0.0,18
Johan Manzambi,ch SUI,"FW,MF",Freiburg,de Bundesliga,18,11,4,335,3.7,2,1,3,1.3,1.3,0.4,11,3,27.3,0.18,0.67,0.7,75.5,3,10,7,8,2,4,7,209,118,60.0,14
Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19,1,0,6,0.1,0,0,0,0.1,0.1,0.0,1,0,0.0,0.0,,-0.1,91.7,0,0,0,0,0,0,0,14,8,,0
Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22,25,7,768,8.5,1,1,2,2.0,2.0,1.0,19,5,26.3,0.05,0.2,-1.0,69.2,5,11,9,9,6,3,3,303,181,40.7,21
Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,21,2,1,46,0.5,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,60.0,0,1,0,1,0,0,2,24,11,,3
Alessandro Marcandalli,it ITA,DF,Venezia,it Serie A,21,8,5,354,3.9,0,0,0,0.3,0.3,0.0,2,1,50.0,0.0,0.0,-0.3,73.3,0,10,2,8,6,2,26,200,89,0.0,16
Marcão,br BRA,DF,Sevilla,es La Liga,28,12,6,552,6.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,90.2,0,19,0,10,7,7,29,382,216,40.0,27
Solly March,eng ENG,"FW,MF",Brighton,eng Premier League,30,8,1,168,1.9,0,0,0,0.1,0.1,0.3,2,0,0.0,0.0,,-0.1,63.2,3,2,5,6,3,2,2,118,57,25.0,7
Filip Marchwiński,pl POL,MF,Lecce,it Serie A,22,1,0,15,0.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,80.0,0,0,0,0,0,0,0,5,3,,1
Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35,26,17,1564,17.4,0,4,4,1.0,1.0,2.6,8,2,25.0,0.0,0.0,-1.0,79.2,19,102,26,32,15,16,35,1158,478,23.5,89
Alberto Marí,es ESP,FW,Valencia,es La Liga,23,1,0,7,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,50.0,0,1,0,0,0,0,0,4,2,,0
Pablo Marí,es ESP,DF,Monza,it Serie A,30,19,19,1628,18.1,0,0,0,0.2,0.2,0.1,2,0,0.0,0.0,,-0.2,89.7,3,58,5,26,15,37,85,1296,765,100.0,59
Pablo Marí,es ESP,DF,Fiorentina,it Serie A,30,13,12,1098,12.2,0,0,0,0.1,0.1,0.0,5,1,20.0,0.0,0.0,-0.1,91.3,0,27,2,14,9,25,94,784,409,0.0,39
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,29,27,20,1999,22.2,0,1,1,0.4,0.4,0.2,5,1,20.0,0.0,0.0,-0.4,91.8,2,64,3,26,16,27,115,1582,1006,66.7,78
Luca Marianucci,it ITA,DF,Empoli,it Serie A,20,18,12,1069,11.9,0,0,0,0.6,0.6,0.2,8,2,25.0,0.0,0.0,-0.6,76.8,3,28,12,28,12,19,63,609,299,50.0,43
Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29,8,1,106,1.2,0,0,0,0.2,0.2,0.0,1,0,0.0,0.0,,-0.2,63.4,1,3,1,1,0,1,1,54,25,100.0,4
Mirko Marić,hr CRO,FW,Venezia,it Serie A,29,10,4,356,4.0,0,0,0,0.6,0.6,0.0,6,0,0.0,0.0,,-0.6,74.6,2,9,4,6,3,1,10,161,83,33.3,11
Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,es La Liga,19,9,1,241,2.7,2,0,2,1.0,1.0,0.1,10,5,50.0,0.2,0.4,1.0,69.1,2,4,3,1,0,1,4,105,60,60.0,10
Rafa Marín,es ESP,DF,Napoli,it Serie A,22,4,1,142,1.6,0,0,0,0.2,0.2,0.0,2,1,50.0,0.0,0.0,-0.2,97.5,0,5,2,1,0,1,4,131,78,,4
Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21,23,14,1239,13.8,1,2,3,1.4,1.4,1.0,21,7,33.3,0.05,0.14,-0.4,80.1,14,45,20,25,17,5,14,641,349,57.1,62
Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28,33,13,1406,15.6,3,2,5,2.4,0.8,3.6,21,8,38.1,0.05,0.13,0.6,76.1,34,84,22,22,13,2,20,860,471,54.2,70
Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30,28,27,2340,26.0,1,1,2,0.9,0.9,1.0,12,5,41.7,0.08,0.2,0.1,86.3,5,96,14,40,23,41,138,1636,962,25.0,90
Mika Mármol,es ESP,DF,Las Palmas,es La Liga,23,30,27,2399,26.7,0,1,1,0.4,0.4,1.5,10,0,0.0,0.0,,-0.4,74.4,16,106,33,61,29,38,121,1820,793,46.7,78
Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,25,16,14,1175,13.1,7,0,7,5.5,5.5,2.8,49,17,34.7,0.14,0.41,1.5,79.2,15,37,29,13,8,6,3,504,320,43.5,37
Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,25,17,17,1448,16.1,15,9,24,8.8,7.3,6.2,75,34,45.3,0.17,0.38,6.2,69.8,34,50,73,12,8,2,2,671,442,45.5,51
Mario Maroto,es ESP,MF,Valladolid,es La Liga,20,2,0,64,0.7,0,1,1,0.0,0.0,0.1,1,0,0.0,0.0,,0.0,75.6,1,2,0,0,0,2,2,49,22,100.0,2
Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30,22,19,1725,19.2,2,0,2,1.1,1.1,0.8,8,3,37.5,0.25,0.67,0.9,94.9,9,151,29,30,19,11,64,1990,1335,75.0,103
Ange Martial Tia,ml MLI,"MF,DF",Reims,fr Ligue 1,17,6,2,171,1.9,0,0,0,1.3,1.3,0.0,4,2,50.0,0.0,0.0,-1.3,71.0,2,8,2,4,3,2,4,92,43,42.9,12
Aarón Martín,es ESP,DF,Genoa,it Serie A,27,36,35,3085,34.3,0,8,8,0.9,0.9,5.5,16,4,25.0,0.0,0.0,-0.9,72.5,65,90,50,71,47,19,73,1951,878,44.4,146
Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22,26,16,1333,14.8,2,2,4,2.3,2.3,2.7,26,12,46.2,0.08,0.17,-0.3,65.3,13,21,13,43,21,5,20,612,305,25.0,55
Diego Martín,es ESP,FW,Las Palmas,es La Liga,20,2,0,40,0.4,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,0.0,53.3,0,2,1,1,1,0,1,19,10,,1
Gerard Martín,es ESP,DF,Barcelona,es La Liga,22,28,11,1038,11.5,1,3,4,0.5,0.5,1.1,7,2,28.6,0.14,0.5,0.5,83.1,12,40,10,22,10,13,27,909,413,36.4,42
Iván Martín,es ESP,MF,Girona,es La Liga,25,32,24,2039,22.7,1,1,2,1.8,1.8,1.9,11,3,27.3,0.09,0.33,-0.8,90.2,22,131,57,32,19,11,15,1577,1044,53.2,110
Jon Martin,es ESP,DF,Real Sociedad,es La Liga,18,13,6,904,10.0,0,1,1,0.6,0.6,0.2,9,1,11.1,0.0,0.0,-0.6,86.8,4,34,4,11,9,7,80,677,375,,22
Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34,17,5,496,5.5,1,0,1,0.4,0.4,0.3,3,1,33.3,0.33,1.0,0.6,88.8,3,21,8,13,7,8,12,369,169,50.0,30
Mario Martín,es ESP,MF,Valladolid,es La Liga,20,30,20,1748,19.4,0,1,1,1.8,1.8,1.4,28,13,46.4,0.0,0.0,-1.8,84.5,12,66,18,62,32,21,46,1083,558,50.0,83
Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23,33,25,2290,25.4,8,4,12,7.4,7.4,5.0,55,24,43.6,0.15,0.33,0.6,71.4,40,52,124,23,15,5,19,994,670,30.3,78
Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,21,32,30,2624,29.2,2,2,4,1.2,1.2,2.2,19,6,31.6,0.11,0.33,0.8,86.4,18,162,41,51,28,31,76,2108,1183,54.1,125
Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33,28,28,2490,27.7,0,4,4,0.5,0.5,2.6,13,2,15.4,0.0,0.0,-0.5,91.0,16,260,70,25,14,18,108,2652,1711,100.0,126
Javi Martínez,es ESP,MF,Osasuna,es La Liga,24,1,0,6,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,100.0,0,1,0,0,0,0,0,10,6,,0
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26,30,30,2474,27.5,12,3,15,13.5,13.5,4.3,99,33,33.3,0.12,0.36,-1.5,74.4,36,68,34,30,16,10,15,981,625,36.2,73
Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26,20,20,1751,19.5,2,1,3,1.3,1.3,1.1,17,6,35.3,0.12,0.33,0.7,89.4,9,117,23,40,24,32,57,1524,1017,85.7,81
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28,8,4,351,3.9,1,0,1,0.7,0.7,0.0,3,1,33.3,0.33,1.0,0.3,88.6,1,14,3,12,7,3,25,316,181,100.0,13
Ramón Martínez,es ESP,DF,Sevilla,es La Liga,21,5,2,261,2.9,1,0,1,0.3,0.3,0.1,4,3,75.0,0.25,0.33,0.7,91.5,1,5,1,6,3,2,23,167,85,100.0,5
Toni Martínez,es ESP,FW,Alavés,es La Liga,27,28,9,1012,11.2,4,0,4,3.6,3.6,0.6,46,15,32.6,0.09,0.27,0.4,58.3,11,11,13,12,7,1,15,401,162,60.0,30
Kevin Martins,it ITA,"MF,DF",Monza,it Serie A,19,9,1,183,2.0,0,1,1,0.0,0.0,0.4,0,0,,,,0.0,67.9,2,6,3,5,4,1,4,80,51,66.7,12
Javi Martón,es ESP,"FW,MF",Athletic Club,es La Liga,25,3,0,53,0.6,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,85.7,0,0,0,0,0,0,0,14,6,,2
Adam Marušić,me MNE,DF,Lazio,it Serie A,31,35,26,2337,26.0,4,0,4,2.0,2.0,0.6,23,10,43.5,0.17,0.4,2.0,84.9,13,84,23,32,20,16,61,1433,683,43.5,83
Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24,23,9,1038,11.5,0,0,0,0.2,0.2,1.1,5,0,0.0,0.0,,-0.2,73.7,6,30,29,25,13,15,34,658,309,11.1,53
Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,31,32,21,1992,22.1,1,0,1,0.5,0.5,0.2,9,2,22.2,0.11,0.5,0.5,84.0,3,75,10,27,13,49,59,1189,589,66.7,90
Adam Masina,ma MAR,DF,Torino,it Serie A,30,28,20,1919,21.3,1,2,3,0.7,0.7,0.3,8,2,25.0,0.13,0.5,0.3,84.1,4,73,15,33,15,27,95,1502,853,50.0,88
Patrizio Masini,it ITA,MF,Genoa,it Serie A,23,26,16,1538,17.1,1,0,1,0.4,0.4,0.2,8,1,12.5,0.13,1.0,0.6,76.9,6,44,16,54,29,15,37,878,391,40.0,87
Giorgos Masouras,gr GRE,"FW,MF",Bochum,de Bundesliga,30,14,12,1055,11.7,2,1,3,3.9,3.9,1.1,30,15,50.0,0.07,0.13,-1.9,70.4,10,19,26,18,10,4,3,403,220,35.7,44
Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,25,16,10,910,10.1,1,1,2,0.6,0.6,0.9,7,4,57.1,0.14,0.25,0.4,82.7,3,35,1,14,10,12,55,539,290,0.0,32
Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23,17,11,1046,11.6,0,0,0,0.4,0.4,0.4,6,3,50.0,0.0,0.0,-0.4,84.7,3,28,13,17,11,17,10,548,345,34.5,57
Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,31,29,27,2370,26.3,0,4,4,0.2,0.2,1.4,5,0,0.0,0.0,,-0.2,88.5,11,88,20,41,29,46,72,1877,1168,46.7,129
Jaime Mata,es ESP,"FW,MF",Las Palmas,es La Liga,35,30,4,656,7.3,0,0,0,2.6,2.6,0.1,17,6,35.3,0.0,0.0,-2.6,67.9,3,10,6,8,2,3,11,270,118,55.6,18
Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21,16,2,312,3.5,1,0,1,1.1,1.1,0.0,12,4,33.3,0.08,0.25,-0.1,76.0,1,6,2,2,0,1,9,133,78,60.0,8
Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,21,36,22,1913,21.3,3,2,5,3.7,3.7,1.6,34,13,38.2,0.09,0.23,-0.7,86.4,15,88,33,49,36,30,25,1253,772,36.7,115
